state,district,constituency,constituency_hi,constituency_kn,region_type,population,registered_voters,male_voters,female_voters,youth_voters,senior_voters,literacy_rate,transport_accessibility,awareness_score,weather_score,campaign_intensity,holiday_factor,historical_turnout,turnout_9am,turnout_11am,turnout_1pm,turnout_3pm,turnout_5pm,current_turnout,participation_momentum,risk_level,actual_final_turnout
Odisha,Boudh,Boudh Assembly,Boudh Assembly,Boudh Assembly,Rural,403393,249647,130475,119172,65825,24357,77.92,80,75,85,59,0,67.99,17.73,33.53,47.75,56.87,68.38,56.87,Declining,Low,74.63
Odisha,Cuttack,Cuttack Assembly,Cuttack Assembly,Cuttack Assembly,Rural,331174,219032,118046,100986,76199,27884,72.62,86,76,68,56,0,71.42,14.42,31.18,48.32,60.19,69.12,60.19,Declining,Low,74.47
Odisha,Deogarh,Deogarh Assembly,Deogarh Assembly,Deogarh Assembly,Rural,344361,245656,125456,120200,62165,32998,78.36,69,82,72,71,0,73.52,14.31,33.36,48.71,62.47,72.52,62.47,Declining,Low,77.56
Odisha,Dhenkanal,Dhenkanal Assembly,Dhenkanal Assembly,Dhenkanal Assembly,Urban,596232,424198,229011,195187,139303,53360,78.09,60,69,81,78,0,59.31,13.66,25.43,36.62,46.83,55.19,46.83,Declining,Low,59.54
Odisha,Gajapati,Gajapati Assembly,Gajapati Assembly,Gajapati Assembly,Rural,614584,409701,219481,190220,151552,48035,74.75,61,65,73,48,0,75.5,16.54,32.96,45.8,60.67,69.26,60.67,Declining,Low,74.53
Odisha,Ganjam,Ganjam Assembly,Ganjam Assembly,Ganjam Assembly,Rural,351796,237396,121276,116120,70330,31578,77.03,68,60,64,79,1,66.95,14.47,27.24,38.57,48.75,60.48,48.75,Declining,Medium,63.94
Odisha,Jagatsinghapur,Jagatsinghapur Assembly,Jagatsinghapur Assembly,Jagatsinghapur Assembly,Urban,333263,213027,113946,99081,59750,23131,81.35,65,85,61,79,0,63.81,12.05,27.73,42.14,52.22,59.05,52.22,Declining,Low,65.23
Odisha,Jajpur,Jajpur Assembly,Jajpur Assembly,Jajpur Assembly,Urban,184131,127071,65909,61162,38811,16212,85.72,77,76,52,91,0,65.22,14.21,27.12,38.93,53.88,61.25,53.88,Accelerating,Low,66.9
Odisha,Jharsuguda,Jharsuguda Assembly,Jharsuguda Assembly,Jharsuguda Assembly,Rural,424413,262904,139646,123258,90031,26259,68.62,52,54,61,81,0,76.3,16.88,31.15,48.47,59.89,69.9,59.89,Declining,Low,75.51
Odisha,Kalahandi,Kalahandi Assembly,Kalahandi Assembly,Kalahandi Assembly,Rural,352624,259824,132634,127190,68841,37486,68.45,70,63,58,63,0,67.28,14.98,30.71,42.0,55.52,66.27,55.52,Declining,Low,69.53
Odisha,Kandhamal,Kandhamal Assembly,Kandhamal Assembly,Kandhamal Assembly,Rural,595874,362387,183026,179361,125145,51398,73.42,71,62,81,68,0,72.26,16.32,34.75,47.07,58.99,70.85,58.99,Declining,Low,77.25
Odisha,Kendrapara,Kendrapara Assembly,Kendrapara Assembly,Kendrapara Assembly,Rural,526990,375883,199750,176133,122587,43824,73.12,61,79,98,73,1,73.69,14.25,35.29,49.65,62.09,71.74,62.09,Declining,Low,77.95
Odisha,Kendujhar (Keonjhar),Kendujhar (Keonjhar) Assembly,Kendujhar (Keonjhar) Assembly,Kendujhar (Keonjhar) Assembly,Rural,534045,395089,210093,184996,135032,44519,63.13,61,63,68,61,0,72.55,14.03,29.04,43.09,54.27,66.01,54.27,Declining,Medium,70.82
Odisha,Khordha,Khordha Assembly,Khordha Assembly,Khordha Assembly,Rural,631813,386771,199358,187413,95675,36185,67.89,65,73,66,67,0,64.42,16.62,27.94,45.19,55.18,64.91,55.18,Stable,Low,69.53
Odisha,Koraput,Koraput Assembly,Koraput Assembly,Koraput Assembly,Rural,237732,170026,90691,79335,57495,18267,67.76,73,57,62,69,0,68.03,14.07,27.16,43.7,53.97,62.01,53.97,Declining,Low,67.45
Odisha,Malkangiri,Malkangiri Assembly,Malkangiri Assembly,Malkangiri Assembly,Rural,421443,305233,161803,143430,91971,33972,64.16,72,70,77,53,0,63.48,12.12,27.46,39.09,47.73,58.91,47.73,Declining,Medium,62.0
Odisha,Mayurbhanj,Mayurbhanj Assembly,Mayurbhanj Assembly,Mayurbhanj Assembly,Rural,509287,314199,167813,146386,89298,39473,73.33,54,64,94,48,0,68.77,13.22,28.6,43.62,56.12,67.06,56.12,Declining,Low,71.47
Odisha,Nabarangpur,Nabarangpur Assembly,Nabarangpur Assembly,Nabarangpur Assembly,Rural,599054,388658,207438,181220,128486,45805,70.93,68,65,75,41,0,73.51,15.11,31.9,43.71,59.11,68.4,59.11,Stable,Low,74.57
Odisha,Nayagarh,Nayagarh Assembly,Nayagarh Assembly,Nayagarh Assembly,Rural,599614,440234,235540,204694,124437,61347,66.5,69,54,61,52,0,72.62,16.7,30.29,43.97,56.83,69.63,56.83,Stable,Low,72.63
Odisha,Nuapada,Nuapada Assembly,Nuapada Assembly,Nuapada Assembly,Rural,442968,324637,174415,150222,120335,36290,76.52,45,47,91,70,0,65.5,13.74,28.8,41.93,52.92,62.02,52.92,Declining,Low,68.42
Odisha,Puri,Puri Assembly,Puri Assembly,Puri Assembly,Rural,616697,410618,208017,202601,105198,60268,74.73,77,77,98,62,0,71.87,16.4,34.01,50.43,65.71,75.21,65.71,Declining,Low,80.89
Odisha,Rayagada,Rayagada Assembly,Rayagada Assembly,Rayagada Assembly,Urban,423825,306023,163583,142440,82290,40163,78.64,69,76,64,55,1,58.66,9.4,21.28,31.69,39.25,48.39,39.25,Declining,High,52.0
Odisha,Sambalpur,Sambalpur Assembly,Sambalpur Assembly,Sambalpur Assembly,Rural,516279,366940,191595,175345,94633,49294,69.35,53,53,43,61,0,69.47,15.35,27.82,39.54,53.97,64.19,53.97,Accelerating,Low,67.82
Odisha,Sonepur,Sonepur Assembly,Sonepur Assembly,Sonepur Assembly,Urban,613714,389179,208079,181100,140215,45943,79.47,82,71,80,72,0,58.92,12.54,27.4,36.55,47.53,57.09,47.53,Declining,Low,60.21
Odisha,Sundargarh,Sundargarh Assembly,Sundargarh Assembly,Sundargarh Assembly,Rural,271472,164691,86712,77979,43174,21693,64.69,48,74,73,57,0,71.44,13.22,27.06,40.23,52.88,62.82,52.88,Stable,High,66.34
Puducherry (UT),Karaikal,Karaikal Assembly,Karaikal Assembly,Karaikal Assembly,Rural,561148,352449,186779,165670,92576,36992,66.6,91,73,89,68,0,67.06,12.99,29.81,45.04,53.67,65.06,53.67,Declining,Low,71.25
Puducherry (UT),Mahe,Mahe Assembly,Mahe Assembly,Mahe Assembly,Rural,432508,294487,153714,140773,98947,37980,69.79,50,63,98,67,0,75.26,14.27,35.19,44.98,63.23,71.77,63.23,Declining,Low,77.36
Puducherry (UT),Pondicherry,Pondicherry Assembly,Pondicherry Assembly,Pondicherry Assembly,Rural,593870,388173,198262,189911,145723,45152,69.29,59,76,52,66,0,75.99,17.58,32.0,48.83,62.47,71.36,62.47,Stable,Low,77.5
Puducherry (UT),Yanam,Yanam Assembly,Yanam Assembly,Yanam Assembly,Rural,474957,347587,177174,170413,107750,34221,66.49,51,82,73,45,0,69.33,15.42,31.7,41.74,55.69,67.06,55.69,Declining,Low,70.83
Punjab,Amritsar,Amritsar Assembly,Amritsar Assembly,Amritsar Assembly,Rural,501220,368529,188416,180113,98997,37284,65.01,66,60,94,59,0,76.93,14.85,34.33,51.21,61.55,73.95,61.55,Declining,Low,81.99
Punjab,Barnala,Barnala Assembly,Barnala Assembly,Barnala Assembly,Urban,458744,328669,169897,158772,94946,42799,83.28,63,83,79,81,1,64.54,11.57,27.54,40.56,47.12,59.26,47.12,Declining,Medium,62.81
Punjab,Bathinda,Bathinda Assembly,Bathinda Assembly,Bathinda Assembly,Rural,198830,143921,76637,67284,47316,19523,78.78,68,60,59,54,0,69.81,15.44,33.44,44.22,57.69,67.06,57.69,Declining,Low,72.74
Punjab,Faridkot,Faridkot Assembly,Faridkot Assembly,Faridkot Assembly,Rural,541273,357473,192382,165091,90575,46304,73.35,62,64,67,63,0,73.29,17.86,31.75,44.6,57.99,71.61,57.99,Stable,Low,75.65
Punjab,Fatehgarh Sahib,Fatehgarh Sahib Assembly,Fatehgarh Sahib Assembly,Fatehgarh Sahib Assembly,Urban,545169,378681,197068,181613,132748,50867,83.0,78,74,85,51,1,68.69,14.21,28.88,41.39,54.39,64.69,54.39,Declining,Low,68.45
Punjab,Fazilka,Fazilka Assembly,Fazilka Assembly,Fazilka Assembly,Rural,376879,278597,140887,137710,101270,34683,69.37,71,57,84,64,0,72.17,14.99,30.28,48.33,59.88,68.77,59.88,Declining,Low,74.38
Punjab,Ferozepur,Ferozepur Assembly,Ferozepur Assembly,Ferozepur Assembly,Urban,445790,274676,144415,130261,98530,30780,82.46,98,72,89,65,0,65.96,13.57,27.78,43.4,53.38,64.88,53.38,Declining,Low,67.87
Punjab,Gurdaspur,Gurdaspur Assembly,Gurdaspur Assembly,Gurdaspur Assembly,Urban,612509,429965,222494,207471,123362,39586,77.61,70,77,82,85,0,65.39,13.45,29.29,41.4,51.81,62.25,51.81,Declining,Low,65.57
Punjab,Hoshiarpur,Hoshiarpur Assembly,Hoshiarpur Assembly,Hoshiarpur Assembly,Rural,325109,237674,127888,109786,79448,34100,75.86,55,57,67,65,0,74.41,14.35,34.17,48.4,62.33,69.6,62.33,Declining,Low,77.12
Punjab,Jalandhar,Jalandhar Assembly,Jalandhar Assembly,Jalandhar Assembly,Rural,533454,355440,186822,168618,131581,39315,78.42,64,72,48,77,0,71.95,15.17,29.78,43.58,59.44,67.13,59.44,Stable,Low,72.81
Punjab,Kapurthala,Kapurthala Assembly,Kapurthala Assembly,Kapurthala Assembly,Urban,482383,308192,157041,151151,100067,39092,81.51,76,64,70,57,0,62.9,12.9,27.28,39.7,49.68,59.21,49.68,Declining,Low,61.91
Punjab,Ludhiana,Ludhiana Assembly,Ludhiana Assembly,Ludhiana Assembly,Rural,587479,421330,226355,194975,106507,48724,65.16,61,73,84,63,0,75.1,16.02,32.51,48.92,62.53,73.5,62.53,Declining,Low,77.57
Punjab,Mansa,Mansa Assembly,Mansa Assembly,Mansa Assembly,Urban,376945,256283,134049,122234,81240,30627,82.05,71,74,65,67,0,65.14,12.28,27.57,41.0,52.46,60.27,52.46,Declining,Low,64.25
Punjab,Moga,Moga Assembly,Moga Assembly,Moga Assembly,Rural,412275,285755,149918,135837,106713,36145,66.52,84,63,66,58,0,70.41,17.3,33.22,43.57,59.01,68.35,59.01,Stable,Low,73.8
Punjab,Muktsar,Muktsar Assembly,Muktsar Assembly,Muktsar Assembly,Rural,389190,253872,134133,119739,67190,32098,70.63,75,72,80,66,0,69.65,15.7,29.94,43.35,57.27,67.66,57.27,Stable,Low,74.68
Punjab,Nawanshahr (Shahid Bhagat Singh Nagar),Nawanshahr (Shahid Bhagat Singh Nagar) Assembly,Nawanshahr (Shahid Bhagat Singh Nagar) Assembly,Nawanshahr (Shahid Bhagat Singh Nagar) Assembly,Rural,357561,252042,127843,124199,81365,22866,63.55,50,74,55,67,0,72.29,15.9,33.44,47.44,56.04,67.34,56.04,Declining,Low,73.3
Punjab,Pathankot,Pathankot Assembly,Pathankot Assembly,Pathankot Assembly,Urban,458252,281349,142850,138499,73068,29117,81.93,84,84,71,81,1,68.26,13.1,26.79,39.81,49.39,57.69,49.39,Declining,High,62.77
Punjab,Patiala,Patiala Assembly,Patiala Assembly,Patiala Assembly,Rural,298523,184190,95540,88650,62328,21580,66.89,65,70,70,53,0,79.52,17.57,34.0,52.66,61.49,75.35,61.49,Declining,Low,81.82
Punjab,Rupnagar,Rupnagar Assembly,Rupnagar Assembly,Rupnagar Assembly,Rural,537470,324894,168480,156414,110549,37364,75.12,54,59,68,47,0,68.88,15.22,31.32,42.18,53.83,67.72,53.83,Declining,Low,70.66
Punjab,Sahibzada Ajit Singh Nagar (Mohali),Sahibzada Ajit Singh Nagar (Mohali) Assembly,Sahibzada Ajit Singh Nagar (Mohali) Assembly,Sahibzada Ajit Singh Nagar (Mohali) Assembly,Rural,577196,379286,202010,177276,116649,41898,71.67,74,78,98,39,0,70.76,14.43,32.55,46.76,60.21,70.82,60.21,Declining,Low,73.96
Punjab,Sangrur,Sangrur Assembly,Sangrur Assembly,Sangrur Assembly,Rural,256289,162721,82797,79924,55421,15357,76.14,75,65,96,74,1,72.94,14.93,28.94,41.79,54.54,67.53,54.54,Stable,Medium,71.92
Punjab,Tarn Taran,Tarn Taran Assembly,Tarn Taran Assembly,Tarn Taran Assembly,Rural,544375,350055,185502,164553,128856,49731,68.92,61,76,72,43,0,82.8,16.12,34.8,50.34,62.61,76.48,62.61,Declining,Medium,82.47
Rajasthan,Ajmer,Ajmer Assembly,Ajmer Assembly,Ajmer Assembly,Urban,423153,281991,148410,133581,103819,27504,79.7,77,52,91,22,0,59.0,10.88,23.01,36.08,44.42,53.41,44.42,Declining,Medium,56.96
Rajasthan,Alwar,Alwar Assembly,Alwar Assembly,Alwar Assembly,Urban,321295,213940,112624,101316,62606,27470,80.92,75,70,53,75,0,64.46,15.35,28.85,41.25,49.76,59.52,49.76,Declining,Low,65.12
Rajasthan,Banswara,Banswara Assembly,Banswara Assembly,Banswara Assembly,Rural,621442,391292,199642,191650,117323,57801,74.57,76,73,85,20,1,73.18,16.44,32.29,44.29,55.28,64.07,55.28,Declining,Medium,70.41
Rajasthan,Baran,Baran Assembly,Baran Assembly,Baran Assembly,Rural,497006,345445,177774,167671,129577,36487,63.3,81,69,65,69,0,62.21,15.22,28.15,41.78,51.95,62.18,51.95,Declining,Low,65.7
Rajasthan,Barmer,Barmer Assembly,Barmer Assembly,Barmer Assembly,Rural,504888,322340,167903,154437,87019,38207,68.09,66,61,59,73,0,73.14,13.5,32.51,45.94,60.58,67.6,60.58,Declining,Low,74.69
Rajasthan,Bharatpur,Bharatpur Assembly,Bharatpur Assembly,Bharatpur Assembly,Rural,420454,282556,145525,137031,104452,26929,78.27,74,61,92,69,0,68.15,15.63,29.28,45.23,58.58,67.96,58.58,Stable,Low,72.68
Rajasthan,Bhilwara,Bhilwara Assembly,Bhilwara Assembly,Bhilwara Assembly,Urban,420310,306647,156693,149954,78274,29587,79.85,80,64,75,45,0,70.06,14.04,30.82,43.07,52.07,60.65,52.07,Declining,Medium,67.18
Rajasthan,Bikaner,Bikaner Assembly,Bikaner Assembly,Bikaner Assembly,Urban,615935,439070,232807,206263,127996,41561,84.42,59,65,82,59,0,62.26,14.19,26.53,39.68,47.89,57.72,47.89,Declining,Low,62.38
Rajasthan,Bundi,Bundi Assembly,Bundi Assembly,Bundi Assembly,Urban,183515,116334,61135,55199,31710,13899,86.96,84,86,77,54,0,62.75,13.49,27.71,42.13,49.94,61.46,49.94,Declining,Low,65.81
Rajasthan,Chittorgarh,Chittorgarh Assembly,Chittorgarh Assembly,Chittorgarh Assembly,Rural,540441,387027,195787,191240,140214,40107,63.13,97,58,64,49,0,62.63,13.85,27.98,40.39,48.49,60.18,48.49,Declining,Low,63.72
Rajasthan,Churu,Churu Assembly,Churu Assembly,Churu Assembly,Rural,509618,374096,190651,183445,89895,42203,76.1,75,51,51,79,1,57.53,13.28,23.79,32.81,43.52,52.54,43.52,Stable,Medium,55.37
Rajasthan,Dausa,Dausa Assembly,Dausa Assembly,Dausa Assembly,Urban,212400,152866,79027,73839,45985,16935,73.31,74,74,83,36,0,71.04,14.68,32.21,45.06,54.5,65.12,54.5,Declining,Low,70.48
Rajasthan,Dholpur,Dholpur Assembly,Dholpur Assembly,Dholpur Assembly,Rural,527127,352570,188268,164302,98374,35091,66.13,68,51,58,66,0,67.77,13.77,31.84,44.51,55.75,63.16,55.75,Declining,Low,69.79
Rajasthan,Dungarpur,Dungarpur Assembly,Dungarpur Assembly,Dungarpur Assembly,Rural,599930,405001,214807,190194,124403,54571,66.28,51,54,83,68,0,73.05,17.91,32.85,48.45,59.41,70.44,59.41,Declining,Low,74.62
Rajasthan,Hanumangarh,Hanumangarh Assembly,Hanumangarh Assembly,Hanumangarh Assembly,Rural,636217,422341,222973,199368,142381,57258,76.65,53,79,70,90,1,69.8,14.15,30.61,42.15,57.03,67.45,57.03,Declining,Low,72.5
Rajasthan,Jaipur,Jaipur Assembly,Jaipur Assembly,Jaipur Assembly,Rural,318312,191736,100047,91689,64700,28094,65.87,84,56,80,74,0,74.0,15.58,33.55,50.49,62.54,73.73,62.54,Declining,Low,78.03
Rajasthan,Jaisalmer,Jaisalmer Assembly,Jaisalmer Assembly,Jaisalmer Assembly,Rural,288534,183008,98508,84500,65667,16580,77.99,45,75,66,56,0,70.93,14.96,29.03,40.46,52.28,62.63,52.28,Declining,Medium,69.47
Rajasthan,Jalore,Jalore Assembly,Jalore Assembly,Jalore Assembly,Urban,251062,152820,78423,74397,52064,21838,83.23,77,71,67,67,0,62.8,13.04,28.36,41.89,50.1,62.58,50.1,Declining,Low,65.43
Rajasthan,Jhalawar,Jhalawar Assembly,Jhalawar Assembly,Jhalawar Assembly,Rural,442170,319378,167633,151745,95106,43389,72.32,63,60,48,51,0,66.89,13.17,30.89,44.67,56.84,67.49,56.84,Declining,Low,70.72
Rajasthan,Jhunjhunu,Jhunjhunu Assembly,Jhunjhunu Assembly,Jhunjhunu Assembly,Rural,479966,329851,172410,157441,88920,37246,71.7,50,65,65,64,0,63.05,11.82,26.94,42.3,51.51,62.86,51.51,Declining,Low,65.49
Rajasthan,Jodhpur,Jodhpur Assembly,Jodhpur Assembly,Jodhpur Assembly,Rural,417439,268582,142670,125912,77372,31582,66.07,53,57,98,52,1,67.04,13.01,29.11,37.26,51.16,59.58,51.16,Declining,Medium,64.16
Rajasthan,Karauli,Karauli Assembly,Karauli Assembly,Karauli Assembly,Rural,603796,437988,224209,213779,113672,59831,73.01,45,60,80,72,0,67.35,14.6,28.83,41.64,55.77,66.87,55.77,Stable,Low,70.04
Rajasthan,Kota,Kota Assembly,Kota Assembly,Kota Assembly,Rural,642433,422996,214163,208833,102950,45844,73.66,58,70,76,71,0,65.21,15.85,30.79,41.51,50.67,61.21,50.67,Declining,Low,67.52
Rajasthan,Nagaur,Nagaur Assembly,Nagaur Assembly,Nagaur Assembly,Rural,588275,432217,223510,208707,154449,52519,66.33,91,76,62,72,0,72.08,15.7,33.84,48.07,58.41,71.01,58.41,Declining,Low,76.0
Rajasthan,Pali,Pali Assembly,Pali Assembly,Pali Assembly,Urban,609767,387739,202207,185532,108842,50890,80.52,81,71,51,44,0,65.47,14.02,26.68,40.12,49.95,61.28,49.95,Declining,Low,64.93
Rajasthan,Pratapgarh,Pratapgarh Assembly,Pratapgarh Assembly,Pratapgarh Assembly,Urban,562329,341173,173701,167472,103107,42761,75.23,71,74,73,63,0,67.29,14.86,28.19,41.12,53.69,65.61,53.69,Stable,Low,68.54
Rajasthan,Rajsamand,Rajsamand Assembly,Rajsamand Assembly,Rajsamand Assembly,Rural,517237,377297,202367,174930,111030,39075,76.55,69,60,71,60,0,68.52,16.12,29.23,45.12,55.64,68.1,55.64,Declining,Low,72.06
Rajasthan,Sawai Madhopur,Sawai Madhopur Assembly,Sawai Madhopur Assembly,Sawai Madhopur Assembly,Rural,421496,310285,167147,143138,86854,31563,63.18,70,55,74,39,1,67.04,13.32,28.14,39.0,52.3,60.69,52.3,Declining,Low,65.84
Rajasthan,Sikar,Sikar Assembly,Sikar Assembly,Sikar Assembly,Urban,536219,332640,170329,162311,119723,39559,85.53,77,61,96,41,0,64.56,14.28,26.1,41.54,49.61,60.58,49.61,Declining,Low,65.08
Rajasthan,Sirohi,Sirohi Assembly,Sirohi Assembly,Sirohi Assembly,Rural,446441,302725,156571,146154,79183,38988,65.92,53,76,72,62,0,66.55,15.97,30.7,43.55,54.32,65.13,54.32,Declining,Low,70.11
Rajasthan,Sri Ganganagar,Sri Ganganagar Assembly,Sri Ganganagar Assembly,Sri Ganganagar Assembly,Rural,394776,264264,135568,128696,63504,37875,67.32,73,71,71,44,0,69.74,13.46,28.51,42.38,53.7,61.79,53.7,Declining,Medium,67.61
Rajasthan,Tonk,Tonk Assembly,Tonk Assembly,Tonk Assembly,Urban,514741,345531,181348,164183,101157,45760,83.75,84,62,87,81,0,68.15,15.4,31.37,41.72,54.36,65.53,54.36,Declining,Low,71.38
Rajasthan,Udaipur,Udaipur Assembly,Udaipur Assembly,Udaipur Assembly,Rural,616531,425536,218508,207028,109157,59571,74.29,72,67,60,70,0,67.76,16.62,28.56,44.06,55.03,63.16,55.03,Stable,Low,70.06
Sikkim,East Sikkim,East Sikkim Assembly,East Sikkim Assembly,East Sikkim Assembly,Urban,458586,286980,153901,133079,107816,29265,73.96,78,76,46,80,0,65.1,14.72,27.86,39.95,48.88,58.64,48.88,Declining,Medium,64.59
Sikkim,North Sikkim,North Sikkim Assembly,North Sikkim Assembly,North Sikkim Assembly,Urban,413265,287015,145153,141862,97491,34325,86.72,76,63,65,57,0,77.04,15.79,33.0,45.39,61.51,71.46,61.51,Stable,Low,77.17
Sikkim,South Sikkim,South Sikkim Assembly,South Sikkim Assembly,South Sikkim Assembly,Urban,369432,231811,123515,108296,76591,32629,80.56,68,79,69,78,1,65.01,13.03,25.91,36.31,48.33,57.72,48.33,Stable,Medium,61.06
Sikkim,West Sikkim,West Sikkim Assembly,West Sikkim Assembly,West Sikkim Assembly,Urban,451479,288872,147709,141163,72560,40826,74.47,73,81,59,66,0,63.87,12.64,27.41,39.52,51.23,59.76,51.23,Declining,Low,63.62
Tamil Nadu,Ariyalur,Ariyalur Assembly,Ariyalur Assembly,Ariyalur Assembly,Rural,346916,215938,111713,104225,79922,21424,65.88,76,63,59,50,0,67.68,12.64,29.99,41.89,55.93,64.33,55.93,Declining,Low,68.38
Tamil Nadu,Chennai,Chennai Assembly,Chennai Assembly,Chennai Assembly,Urban,454462,274291,140916,133375,74076,38419,79.72,89,73,69,75,0,64.07,13.19,31.28,40.89,51.77,62.06,51.77,Declining,Low,68.86
Tamil Nadu,Coimbatore,Coimbatore Assembly,Coimbatore Assembly,Coimbatore Assembly,Rural,411789,265738,134514,131224,97698,39050,76.21,69,63,78,38,0,75.22,16.57,31.96,47.69,61.32,72.09,61.32,Declining,Low,75.44
Tamil Nadu,Cuddalore,Cuddalore Assembly,Cuddalore Assembly,Cuddalore Assembly,Rural,604223,375180,195022,180158,124578,38147,69.25,75,73,83,60,0,79.72,17.96,35.31,52.01,62.83,74.42,62.83,Declining,Low,81.07
Tamil Nadu,Dharmapuri,Dharmapuri Assembly,Dharmapuri Assembly,Dharmapuri Assembly,Rural,451619,279236,145204,134032,76935,38557,64.12,51,70,90,66,0,70.96,18.08,33.71,49.9,61.05,72.06,61.05,Declining,Low,77.45
Tamil Nadu,Dindigul,Dindigul Assembly,Dindigul Assembly,Dindigul Assembly,Rural,647786,474705,245683,229022,172208,61979,68.71,84,67,81,64,0,70.78,13.72,34.16,46.15,58.81,70.22,58.81,Declining,Low,75.18
Tamil Nadu,Erode,Erode Assembly,Erode Assembly,Erode Assembly,Rural,394072,241599,124487,117112,74533,24511,63.25,53,64,70,55,0,67.45,16.27,30.97,40.88,51.84,65.37,51.84,Declining,Low,68.34
Tamil Nadu,Kanchipuram,Kanchipuram Assembly,Kanchipuram Assembly,Kanchipuram Assembly,Rural,221848,134359,70737,63622,39889,13437,63.37,66,58,89,38,1,72.59,15.36,27.64,43.66,55.02,61.51,55.02,Stable,Medium,68.19
Tamil Nadu,Kanyakumari,Kanyakumari Assembly,Kanyakumari Assembly,Kanyakumari Assembly,Rural,414648,253540,134243,119297,68817,31216,68.72,77,63,74,57,0,69.7,14.72,29.59,42.74,54.79,66.21,54.79,Declining,Low,69.98
Tamil Nadu,Karur,Karur Assembly,Karur Assembly,Karur Assembly,Rural,306998,211992,107407,104585,74459,19588,68.32,40,63,86,69,0,71.84,15.16,33.38,44.15,60.53,70.05,60.53,Declining,Low,75.17
Tamil Nadu,Krishnagiri,Krishnagiri Assembly,Krishnagiri Assembly,Krishnagiri Assembly,Rural,246912,166103,86982,79121,59880,24447,69.77,66,62,83,59,1,76.24,13.18,32.82,45.24,57.55,69.07,57.55,Declining,Medium,72.39
Tamil Nadu,Madurai,Madurai Assembly,Madurai Assembly,Madurai Assembly,Rural,265333,191373,98369,93004,71354,28018,69.12,44,62,57,81,0,66.39,12.95,27.37,43.34,55.09,62.12,55.09,Declining,Low,68.28
Tamil Nadu,Nagapattinam,Nagapattinam Assembly,Nagapattinam Assembly,Nagapattinam Assembly,Urban,495438,326093,166594,159499,92407,47799,75.87,91,82,62,45,0,62.5,13.66,26.0,38.29,50.49,58.29,50.49,Stable,Low,64.4
Tamil Nadu,Namakkal,Namakkal Assembly,Namakkal Assembly,Namakkal Assembly,Urban,566230,414541,213791,200750,154066,51100,82.6,78,73,98,74,1,66.56,12.81,28.51,40.48,49.47,59.33,49.47,Declining,Medium,65.03
Tamil Nadu,Nilgiris,Nilgiris Assembly,Nilgiris Assembly,Nilgiris Assembly,Rural,421024,263735,137165,126570,90601,36136,67.83,88,68,81,71,1,70.41,13.84,28.84,45.59,58.06,64.51,58.06,Declining,Low,70.82
Tamil Nadu,Perambalur,Perambalur Assembly,Perambalur Assembly,Perambalur Assembly,Rural,309014,187310,95663,91647,51477,21715,73.69,43,47,71,52,0,69.84,14.46,31.12,45.47,54.1,65.2,54.1,Declining,Low,70.38
Tamil Nadu,Pudukkottai,Pudukkottai Assembly,Pudukkottai Assembly,Pudukkottai Assembly,Urban,499664,345799,176630,169169,110024,31767,80.38,98,54,98,62,0,60.95,12.93,29.74,39.26,50.3,60.79,50.3,Declining,Low,64.96
Tamil Nadu,Ramanathapuram,Ramanathapuram Assembly,Ramanathapuram Assembly,Ramanathapuram Assembly,Urban,387080,280859,142800,138059,80323,41327,73.4,87,69,60,48,0,61.01,14.23,28.86,39.9,48.63,60.82,48.63,Declining,Low,63.62
Tamil Nadu,Salem,Salem Assembly,Salem Assembly,Salem Assembly,Rural,494380,302854,157570,145284,77508,29778,67.8,70,52,81,71,0,67.55,14.93,29.21,40.42,52.94,63.35,52.94,Declining,Low,67.12
Tamil Nadu,Sivaganga,Sivaganga Assembly,Sivaganga Assembly,Sivaganga Assembly,Rural,570463,366764,187344,179420,103878,42034,68.56,71,77,60,47,1,70.43,15.47,30.12,40.74,51.14,61.61,51.14,Declining,Medium,67.81
Tamil Nadu,Thanjavur,Thanjavur Assembly,Thanjavur Assembly,Thanjavur Assembly,Urban,234306,160334,84028,76306,46475,23541,82.65,61,75,65,36,0,64.7,14.57,27.72,36.95,49.32,57.39,49.32,Stable,Medium,62.46
Tamil Nadu,Theni,Theni Assembly,Theni Assembly,Theni Assembly,Rural,400510,281967,143214,138753,101257,34005,74.5,61,78,71,48,0,76.72,15.19,36.39,48.34,63.24,71.61,63.24,Declining,Low,79.47
Tamil Nadu,Thoothukudi (Tuticorin),Thoothukudi (Tuticorin) Assembly,Thoothukudi (Tuticorin) Assembly,Thoothukudi (Tuticorin) Assembly,Rural,402682,293592,150822,142770,94703,39972,69.86,54,77,85,49,0,73.45,15.37,33.97,45.64,59.87,69.27,59.87,Declining,Low,74.64
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Assembly,Tiruchirappalli Assembly,Tiruchirappalli Assembly,Rural,219979,143796,76073,67723,42172,13101,74.6,47,56,55,90,1,75.48,13.92,32.19,42.82,55.65,63.59,55.65,Declining,High,70.06
Tamil Nadu,Tirunelveli,Tirunelveli Assembly,Tirunelveli Assembly,Tirunelveli Assembly,Urban,373366,240893,125484,115409,62781,28221,87.1,90,69,56,67,0,55.42,10.48,23.79,32.75,42.36,51.77,42.36,Declining,Low,55.97
